Lokasi,Jam Login,Nama,Email,No Telp,Tahun Lahir,Merk HP,Digital Interest,Tipe Lokasi,Duration,Usia
Nusa Tenggara,0:00,Fona,fona7258@gmail.com,8099236762,2006,Samsung,Politic,Home,140,18
Nusa Tenggara,1:00,Liri,liri8192@yahoo.com,8095439602,1997,iPhone,Food,Home,102,27
Nusa Tenggara,2:00,Xino,xino6423@yahoo.com,8060199297,1993,Samsung,Politic,Home,82,31
Nusa Tenggara,3:00,Moza,moza2243@yahoo.com,8048641653,2004,Oppo,Politic,Home,124,20
Nusa Tenggara,4:00,Rono,rono8398@gmail.com,8022625687,2002,Xiaomi,Sport,Home,64,22
Nusa Tenggara,5:00,Kimo,kimo4410@gmail.com,8073576969,1998,Oppo,Sport,Home,96,26
Nusa Tenggara,6:00,Fina,fina4624@gmail.com,8011744947,1999,Samsung,Education,Home,110,25
Nusa Tenggara,7:00,Veza,veza5188@gmail.com,8025188410,2014,Samsung,Food,Home,41,10
Nusa Tenggara,8:00,Tika,tika1884@yahoo.com,8034736035,2001,iPhone,Politic,Home,137,23
Nusa Tenggara,9:00,Rila,rila1334@gmail.com,8040840359,2000,Samsung,Fashion,Home,137,24
Nusa Tenggara,10:00,Viri,viri1304@yahoo.com,8079730991,2011,Xiaomi,Sport,Home,147,13
Nusa Tenggara,11:00,Riku,riku9662@yahoo.com,8061083818,2006,Samsung,Food,Home,145,18
Nusa Tenggara,12:00,Zimo,zimo3977@gmail.com,8099594267,2001,Oppo,Politic,Home,28,23
Nusa Tenggara,13:00,Kiko,kiko5394@gmail.com,8080732014,2001,iPhone,Education,Home,47,23
Nusa Tenggara,14:00,Talu,talu1504@gmail.com,8049239951,1991,iPhone,Food,Home,76,33
Nusa Tenggara,15:00,Rona,rona2488@yahoo.com,8058624456,1996,Oppo,Food,Home,78,28
Bandar Lampung,16:00,Kuni,kuni2379@yahoo.com,8045475125,2015,Oppo,Education,Home,146,9
Bandar Lampung,17:00,Piro,piro5928@yahoo.com,8029644623,2005,Oppo,Politic,Cafe,45,19
Bandar Lampung,18:00,Zino,zino3204@yahoo.com,8061391484,2003,iPhone,Sport,Cafe,121,21
Bandar Lampung,19:00,Maro,maro6666@yahoo.com,8046310062,2005,iPhone,Politic,Home,72,19
Bandar Lampung,20:00,Nira,nira5465@gmail.com,8091157706,1992,iPhone,Education,Home,29,32
Bandar Lampung,21:00,Liru,liru9243@gmail.com,8031472232,2003,iPhone,Politic,Home,26,21
Bandar Lampung,22:00,Viro,viro7563@gmail.com,8035118782,1991,Oppo,Food,Home,131,33
Bandar Lampung,23:00,Mila,mila4672@yahoo.com,8052526212,1997,Oppo,Education,Home,52,27
Bandar Lampung,0:00,Rova,rova5165@gmail.com,8033408951,2005,Samsung,Fashion,Home,144,19
Bandar Lampung,1:00,Fiko,fiko9143@yahoo.com,8081593396,2007,iPhone,Sport,Home,27,17
Bandar Lampung,2:00,Tovo,tovo8934@gmail.com,8094243199,2010,Xiaomi,Fashion,Home,105,14
Jakarta,3:00,Koro,koro3332@gmail.com,8080263062,2003,Xiaomi,Sport,Home,85,21
Jakarta,4:00,Tiri,tiri8320@gmail.com,8056404074,2000,Samsung,Food,Home,63,24
Jakarta,5:00,Liza,liza3712@gmail.com,8083327816,2005,iPhone,Fashion,Home,130,19
Jakarta,6:00,Mera,mera1179@yahoo.com,8050780684,1996,Xiaomi,Politic,Home,55,28
Jakarta,7:00,Rati,rati4886@yahoo.com,8031825003,2012,Samsung,Fashion,Home,71,12
Jakarta,8:00,Kino,kino7004@yahoo.com,8030717584,1995,Oppo,Politic,Home,59,29
Jakarta,9:00,Loro,loro1332@gmail.com,8038700098,2011,Oppo,Politic,Home,62,13
Jakarta,10:00,Zira,zira8413@gmail.com,8027409120,2000,Samsung,Fashion,Home,103,24
Jakarta,11:00,Rayo,rayo9386@gmail.com,8026575633,1994,iPhone,Politic,Home,117,30
Jakarta,12:00,Soro,soro5923@yahoo.com,8091791694,1997,Oppo,Politic,Home,89,27
Jakarta,13:00,Veka,veka9899@gmail.com,8040203645,2012,Oppo,Sport,Home,28,12
Jakarta,14:00,Kilo,kilo7306@gmail.com,8050038626,2014,iPhone,Politic,Home,94,10
Jakarta,15:00,Rasi,rasi2963@yahoo.com,8098047996,1993,iPhone,Food,Home,32,31
Jakarta,16:00,Miro,miro7787@yahoo.com,8085731093,1995,Xiaomi,Politic,Home,133,29
Jakarta,17:00,Taro,taro6567@yahoo.com,8074539219,2008,Xiaomi,Politic,Home,41,16
Jakarta,18:00,Zaki,zaki9488@yahoo.com,8020782261,2008,Xiaomi,Sport,Home,98,16
Jakarta,19:00,Niko,niko2140@gmail.com,8075416859,2013,iPhone,Sport,Home,103,11
Jakarta,20:00,Kino,kino6645@gmail.com,8024396312,2007,Oppo,Sport,Home,25,17
Jakarta,21:00,Falo,falo6720@yahoo.com,8067241687,1990,iPhone,Politic,Home,101,34
Jakarta,22:00,Vero,vero5422@yahoo.com,8010713024,1999,Samsung,Fashion,Home,83,25
Jakarta,23:00,Lida,lida2399@gmail.com,8041249044,1997,Oppo,Sport,Home,133,27
Jakarta,0:00,Teko,teko7950@gmail.com,8013201160,2006,Samsung,Food,Home,122,18
Jakarta,1:00,Zera,zera9283@yahoo.com,8019125677,2007,Xiaomi,Food,Home,84,17
Bekasi,2:00,Vena,vena5578@yahoo.com,8074434338,2009,Xiaomi,Sport,Home,130,15
Bekasi,3:00,Varo,varo7165@gmail.com,8023710137,1999,iPhone,Fashion,Home,96,25
Bekasi,4:00,Nora,nora6859@yahoo.com,8029696651,1992,Xiaomi,Food,Home,135,32
Bekasi,5:00,Hira,hira2720@yahoo.com,8014482156,1998,Oppo,Politic,Home,96,26
Bekasi,6:00,Tiro,tiro5983@yahoo.com,8019119436,2004,Xiaomi,Fashion,Home,89,20
Bekasi,7:00,Kora,kora4030@gmail.com,8087072201,2006,Xiaomi,Sport,Home,72,18
Bekasi,8:00,Mira,mira4756@gmail.com,8012552057,2004,iPhone,Fashion,Home,76,20
Bekasi,9:00,Dira,dira8141@gmail.com,8045349983,1998,iPhone,Education,Home,40,26
Bekasi,10:00,Moza,moza4001@gmail.com,8010026415,2003,Xiaomi,Education,Mall,103,21
Bekasi,11:00,Rava,rava1632@gmail.com,8062496774,1997,Oppo,Food,Mall,43,27
Bekasi,10:00,Tavi,tavi2064@gmail.com,8042807225,2006,Xiaomi,Education,Mall,101,18
Bekasi,13:00,Miko,miko9693@yahoo.com,8037856047,2013,Oppo,Politic,Mall,25,11
Bekasi,13:00,Kova,kova2066@yahoo.com,8077244379,2007,Samsung,Food,Mall,60,17
Bekasi,14:00,Livo,livo3776@yahoo.com,8086900648,2006,Xiaomi,Education,Mall,88,18
Bekasi,15:00,Fera,fera7155@yahoo.com,8075267461,1998,Oppo,Politic,Mall,136,26
Bekasi,16:00,Rina,rina8779@gmail.com,8047602132,1997,Xiaomi,Sport,Mall,96,27
Bekasi,17:00,Lino,lino8867@gmail.com,8051780034,2015,Oppo,Food,Mall,83,9
Bekasi,18:00,Kira,kira2943@yahoo.com,8076218524,2010,Xiaomi,Food,Mall,133,14
Bekasi,19:00,Vala,vala7039@yahoo.com,8074013999,2005,iPhone,Fashion,Mall,30,19
Bekasi,20:00,Mira,mira3195@gmail.com,8099882784,1996,Oppo,Politic,Mall,111,28
Bekasi,21:00,Riko,riko8774@yahoo.com,8076875415,1999,Xiaomi,Education,Home,30,25
Bekasi,22:00,Sera,sera4354@yahoo.com,8026697984,1997,Oppo,Politic,Home,52,27
Bekasi,23:00,Tira,tira5851@yahoo.com,8034278316,1996,Oppo,Food,Home,72,28
Bekasi,0:00,Lana,lana8384@yahoo.com,8069664396,2013,Xiaomi,Education,Home,131,11
Bekasi,1:00,Mila,mila5173@yahoo.com,8027172868,1998,Samsung,Education,Home,133,26
Bekasi,2:00,Voro,voro3453@yahoo.com,8091508583,2015,iPhone,Food,Home,64,9
Bekasi,3:00,Zara,zara2777@gmail.com,8033269988,2014,Xiaomi,Fashion,Home,141,10
Bekasi,4:00,Zivo,zivo8728@gmail.com,8013479722,1990,Oppo,Food,Home,131,34
Bekasi,5:00,Vori,vori2649@yahoo.com,8018988741,2010,Xiaomi,Politic,Home,77,14
Bekasi,6:00,Lera,lera2161@yahoo.com,8093128388,1991,Xiaomi,Politic,Home,120,33
Bekasi,7:00,Mira,mira9799@yahoo.com,8091769086,1999,Samsung,Politic,Home,124,25
Bekasi,8:00,Lemi,lemi9850@gmail.com,8088640568,2015,Samsung,Fashion,Home,148,9
Bekasi,9:00,Riro,riro2635@gmail.com,8096791382,2011,Oppo,Food,Home,38,13
Bekasi,10:00,Domi,domi8709@yahoo.com,8077084217,2009,Xiaomi,Sport,Home,115,15
Bekasi,18:00,Zeri,zeri7854@yahoo.com,8080553544,2011,Oppo,Sport,Home,112,13
Bekasi,18:00,Kola,kola2152@yahoo.com,8039909865,1999,Samsung,Education,Home,55,25
Bekasi,18:00,Tira,tira4126@yahoo.com,8037861302,2001,Oppo,Sport,Home,143,23
Bekasi,20:00,Lovi,lovi6660@yahoo.com,8045714093,1990,iPhone,Politic,Home,80,34
Bekasi,21:00,Fero,fero7752@gmail.com,8083184397,1994,Xiaomi,Politic,Home,52,30
Bekasi,0:00,Wiro,wiro6777@yahoo.com,8026510807,2004,Samsung,Politic,Home,25,20
Bekasi,14:00,Tiro,tiro4824@gmail.com,8023270579,2000,Xiaomi,Sport,Home,31,24
Bekasi,16:00,Ziva,ziva2671@gmail.com,8014475714,2010,Samsung,Education,Home,105,14
Bekasi,17:00,Taro,taro2453@yahoo.com,8054995796,2012,Samsung,Food,Home,54,12
Bekasi,18:00,Kian,kian3183@yahoo.com,8017634796,2008,Oppo,Politic,Home,139,16
Bekasi,20:00,Miko,miko9629@yahoo.com,8098939326,2008,Xiaomi,Fashion,Home,72,16
Bekasi,13:00,Loma,loma2140@yahoo.com,8044051026,2009,Xiaomi,Food,Home,27,15
Palembang,12:00,Riko,riko5136@gmail.com,8029978598,1990,iPhone,Fashion,Home,132,34
Palembang,20:00,Vira,vira1248@gmail.com,8022824035,1998,iPhone,Sport,Home,53,26
Palembang,3:00,Mara,mara2101@gmail.com,8045123769,2015,Oppo,Education,Home,112,9
Palembang,5:00,Zeko,zeko3029@yahoo.com,8031554646,2015,iPhone,Fashion,Home,107,9
Palembang,6:00,Firo,firo3980@gmail.com,8014811823,1999,Oppo,Politic,Home,99,25
Palembang,18:00,Kiro,kiro4878@yahoo.com,8027595733,2008,Samsung,Education,Home,138,16
Palembang,13:00,Rayo,rayo6653@yahoo.com,8069927412,1990,Xiaomi,Politic,Home,47,34
Palembang,20:00,Dima,dima2376@gmail.com,8037915364,1990,Oppo,Education,Home,32,34
Palembang,20:00,Nora,nora3394@yahoo.com,8026161354,2011,Samsung,Fashion,Home,135,13
Palembang,21:00,Laro,laro8259@yahoo.com,8078408664,2004,Xiaomi,Sport,Home,36,20
Palembang,11:00,Tera,tera1610@yahoo.com,8056314243,1992,Samsung,Education,Home,29,32
Palembang,16:00,Ranu,ranu3594@yahoo.com,8078289129,1992,Xiaomi,Sport,Home,67,32
Palembang,17:00,Veni,veni6096@gmail.com,8031422947,2015,Samsung,Politic,Home,125,9
Maluku,10:00,Kimo,kimo9854@gmail.com,8017395158,1992,Xiaomi,Politic,Home,47,32
Maluku,18:00,Zira,zira5969@yahoo.com,8073499996,1995,Oppo,Education,Home,64,29
Maluku,19:00,Lira,lira2503@yahoo.com,8034467203,1998,Oppo,Food,Home,39,26
Maluku,13:00,Mira,mira3472@yahoo.com,8071060788,2000,Samsung,Fashion,Home,80,24
Maluku,17:00,Vero,vero6059@yahoo.com,8035104276,2015,iPhone,Fashion,Home,81,9
Maluku,20:00,Kavo,kavo7909@gmail.com,8016380557,1990,Samsung,Politic,Home,69,34
Maluku,21:00,Ramo,ramo7635@yahoo.com,8056083503,2006,iPhone,Politic,Home,138,18
Maluku,22:00,Tora,tora3218@gmail.com,8019913921,1995,Samsung,Food,Home,68,29
Maluku,21:00,Miro,miro8479@yahoo.com,8076722058,2010,Samsung,Education,Home,78,14
Maluku,20:00,Kiro,kiro6739@yahoo.com,8084630094,2011,Oppo,Education,Home,148,13
Maluku,20:00,Lita,lita7465@gmail.com,8049948829,1994,Oppo,Sport,Home,78,30
Bali,10:00,Tavi,tavi9192@gmail.com,8098307514,2002,Samsung,Fashion,Home,139,22
Bali,12:00,Riko,riko4747@gmail.com,8095357116,2002,Xiaomi,Politic,Home,69,22
Bali,12:00,Savi,savi5167@yahoo.com,8019192582,1994,iPhone,Politic,Home,39,30
Bali,16:00,Koro,koro6573@yahoo.com,8053009172,2014,Samsung,Education,Home,30,10
Bali,18:00,Nira,nira3911@yahoo.com,8041580145,2008,Samsung,Sport,Home,48,16
Bali,19:00,Karo,karo8974@yahoo.com,8076033858,2008,Oppo,Politic,Home,51,16
Bali,20:00,Zara,zara4760@gmail.com,8088263718,2003,Oppo,Fashion,Home,97,21
Bali,21:00,Vira,vira6199@gmail.com,8038858670,2001,Oppo,Food,Home,145,23
Bali,22:00,Tami,tami4039@yahoo.com,8067822521,2003,Oppo,Politic,Home,128,21
Bali,23:00,Simo,simo2620@yahoo.com,8095646070,2005,Xiaomi,Education,Home,83,19
Bali,0:00,Liro,liro8409@gmail.com,8026826865,2011,Samsung,Education,Home,142,13
Bali,1:00,Zino,zino2033@gmail.com,8022917662,2001,Xiaomi,Politic,Home,73,23
Bali,2:00,Kemo,kemo7266@gmail.com,8068108431,2015,Samsung,Food,Home,97,9
Bali,3:00,Tuma,tuma2211@gmail.com,8011202283,2006,Xiaomi,Politic,Home,92,18
Bali,4:00,Noro,noro5559@gmail.com,8099003554,2012,Oppo,Politic,Home,91,12
Bali,5:00,Milo,milo3659@yahoo.com,8086266126,1996,iPhone,Sport,Home,115,28
Bali,6:00,Dori,dori3264@gmail.com,8085280677,1992,Oppo,Fashion,Home,95,32
Bali,7:00,Varo,varo2255@gmail.com,8045772921,2010,Xiaomi,Fashion,Home,50,14
Bali,8:00,Luno,luno6541@gmail.com,8031098718,2009,Oppo,Politic,Home,104,15
Bali,9:00,Kura,kura3265@yahoo.com,8018658487,2014,iPhone,Food,Home,28,10
Bali,10:00,Riko,riko7688@yahoo.com,8062037035,2014,Oppo,Fashion,Home,32,10
Bali,11:00,Mina,mina8859@yahoo.com,8018317417,2014,Xiaomi,Fashion,Home,100,10
Bali,12:00,Firo,firo2445@gmail.com,8061519984,1992,Samsung,Politic,Home,32,32
Bali,13:00,Kova,kova5564@gmail.com,8022157058,1999,Xiaomi,Politic,Home,105,25
Bali,14:00,Tara,tara9456@yahoo.com,8015407843,1994,iPhone,Food,Home,120,30
Bali,15:00,Nima,nima3037@yahoo.com,8076811388,1999,Oppo,Fashion,Home,64,25
Bali,16:00,Kira,kira6412@gmail.com,8045619170,1997,iPhone,Politic,Home,55,27
Bali,17:00,Liso,liso1724@yahoo.com,8079715021,1993,Samsung,Food,Home,113,31
Bali,18:00,Zuna,zuna9707@gmail.com,8041198103,2001,Xiaomi,Fashion,Home,115,23
Aceh,19:00,Bira,bira6412@gmail.com,8017454083,2006,Oppo,Fashion,Home,33,18
Aceh,20:00,Vika,vika1837@gmail.com,8050101371,1990,iPhone,Fashion,Home,94,34
Aceh,21:00,Kamo,kamo3905@yahoo.com,8083189675,2015,Xiaomi,Education,Home,105,9
Aceh,22:00,Rato,rato1139@gmail.com,8059889717,1999,iPhone,Education,Home,42,25
Aceh,23:00,Nelo,nelo3713@gmail.com,8041289525,2009,Samsung,Politic,Home,47,15
Aceh,0:00,Meno,meno9504@yahoo.com,8041638307,1997,Oppo,Education,Home,31,27
Aceh,1:00,Zamo,zamo6781@gmail.com,8046037220,2002,Xiaomi,Sport,Home,61,22
Aceh,2:00,Kuni,kuni7320@gmail.com,8045110742,2006,Samsung,Politic,Home,51,18
Aceh,3:00,Rovi,rovi9644@yahoo.com,8070434824,2012,Oppo,Education,Home,103,12
Aceh,4:00,Lune,lune2336@yahoo.com,8021090343,1998,Samsung,Education,Home,103,26
Aceh,5:00,Zefi,zefi5913@gmail.com,8027651296,2013,Oppo,Education,Home,46,11
Aceh,6:00,Viri,viri7932@yahoo.com,8029881606,2015,iPhone,Food,Home,129,9
Aceh,7:00,Fian,fian6778@gmail.com,8095947758,2005,iPhone,Fashion,Home,53,19
Aceh,8:00,Noni,noni4237@gmail.com,8012201172,1997,Samsung,Food,Home,101,27
Aceh,9:00,Lolo,lolo3066@gmail.com,8083966250,2015,Oppo,Fashion,Home,119,9
Bekasi,10:00,Ziro,ziro4026@yahoo.com,8011011439,1993,Xiaomi,Politic,Home,147,31
Bekasi,11:00,Kato,kato1126@yahoo.com,8019159494,2005,Xiaomi,Fashion,Home,136,19
Bekasi,12:00,Mavi,mavi4290@gmail.com,8025377954,2007,Xiaomi,Politic,Home,147,17
Bekasi,13:00,Siro,siro9203@yahoo.com,8012980366,1995,Samsung,Fashion,Home,129,29
Bekasi,14:00,Vira,vira9980@gmail.com,8097308089,1995,iPhone,Politic,Home,61,29
Bekasi,15:00,Duna,duna2047@gmail.com,8080526346,1990,Xiaomi,Education,Cafe,30,34
Bekasi,16:00,Rano,rano3551@yahoo.com,8030593562,1995,iPhone,Fashion,Office,135,29
Bekasi,17:00,Lira,lira7023@yahoo.com,8045718024,2012,Xiaomi,Education,Office,25,12
Bekasi,18:00,Tiro,tiro7029@gmail.com,8014926801,2009,Xiaomi,Politic,Office,90,15
Bekasi,19:00,Kima,kima5744@gmail.com,8085995780,2003,Samsung,Politic,Office,86,21
Bekasi,20:00,Ziro,ziro4259@gmail.com,8017097653,1997,Xiaomi,Politic,Office,70,27
Bekasi,21:00,Nira,nira5351@yahoo.com,8030008376,1999,Xiaomi,Politic,Office,111,25
Bekasi,22:00,Filo,filo6016@yahoo.com,8041732232,2005,Xiaomi,Politic,Office,80,19
Bekasi,23:00,Miro,miro2114@yahoo.com,8081097206,2002,Samsung,Sport,Office,63,22
Bekasi,0:00,Fero,fero1805@gmail.com,8025812232,2008,Samsung,Politic,Office,92,16
Bekasi,1:00,Kiro,kiro7414@yahoo.com,8032489417,2008,Oppo,Sport,Office,149,16
Bekasi,2:00,Zoro,zoro5315@gmail.com,8077398319,1994,Xiaomi,Food,Office,113,30
Bekasi,3:00,Mara,mara8043@yahoo.com,8025724512,2003,iPhone,Education,Office,67,21
Bekasi,4:00,Tino,tino5735@gmail.com,8026763209,2005,Xiaomi,Fashion,Office,51,19
Bekasi,5:00,Lira,lira3506@yahoo.com,8051831901,2013,Oppo,Fashion,Office,71,11
Bekasi,6:00,Piro,piro7243@yahoo.com,8011340008,2010,Samsung,Sport,Office,119,14
Bekasi,7:00,Viri,viri7552@gmail.com,8021184394,2000,iPhone,Fashion,Office,37,24
Bekasi,8:00,Nora,nora5946@gmail.com,8048603469,2007,Xiaomi,Sport,Office,149,17
Bekasi,9:00,Zara,zara5594@gmail.com,8029464591,1996,Xiaomi,Food,Office,113,28
Bekasi,10:00,Sera,sera7809@gmail.com,8073498308,1994,Samsung,Food,Office,72,30
Bekasi,11:00,Moko,moko5143@yahoo.com,8060546432,2006,iPhone,Sport,Office,26,18
Bekasi,12:00,Rota,rota6084@gmail.com,8069271358,1992,Oppo,Sport,Office,32,32
Bekasi,13:00,Kavu,kavu3115@yahoo.com,8097270563,2007,Samsung,Politic,Office,75,17
Bekasi,14:00,Zira,zira3415@gmail.com,8057231017,2003,Samsung,Politic,Office,110,21
Bekasi,15:00,Xira,xira1659@gmail.com,8045592722,1991,iPhone,Fashion,Office,120,33
Bekasi,16:00,Rora,rora4965@gmail.com,8073996344,2014,Oppo,Education,Office,131,10
Surabaya,17:00,Mota,mota3818@gmail.com,8030681127,2015,iPhone,Sport,Office,50,9
Surabaya,18:00,Tara,tara1707@yahoo.com,8087154707,1995,Oppo,Food,Office,48,29
Surabaya,19:00,Niko,niko6592@yahoo.com,8026009927,2008,Xiaomi,Sport,Office,40,16
Surabaya,20:00,Kolo,kolo3998@yahoo.com,8042982201,2004,Samsung,Fashion,Office,54,20
Surabaya,21:00,Lamu,lamu4439@yahoo.com,8024202959,2003,Xiaomi,Politic,Cafe,28,21
Surabaya,22:00,Vana,vana3165@gmail.com,8097381550,2009,iPhone,Sport,Cafe,51,15
Surabaya,23:00,Liko,liko4921@yahoo.com,8030758067,1996,Oppo,Education,Cafe,143,28
Surabaya,0:00,Tora,tora5531@gmail.com,8098460520,1990,Xiaomi,Sport,Cafe,116,34
Surabaya,1:00,Zeno,zeno4955@gmail.com,8030822959,2009,iPhone,Politic,Cafe,39,15
Surabaya,2:00,Mira,mira5730@gmail.com,8088502452,2007,Samsung,Politic,Cafe,70,17
Surabaya,3:00,Fino,fino5434@yahoo.com,8087481419,2002,Xiaomi,Food,Cafe,71,22
Surabaya,4:00,Voro,voro7990@gmail.com,8028690981,1997,Samsung,Fashion,Cafe,149,27
Surabaya,5:00,Keri,keri8929@yahoo.com,8064809187,1994,Samsung,Politic,Cafe,145,30
Surabaya,6:00,Riku,riku6284@gmail.com,8031574319,2015,Xiaomi,Sport,Cafe,145,9
Surabaya,7:00,Pira,pira1472@gmail.com,8090539141,1990,iPhone,Education,Cafe,98,34
Surabaya,8:00,Zarek,zarek8348@yahoo.com,8074458245,2011,Xiaomi,Food,Cafe,66,13
Surabaya,9:00,Milan,milan8969@yahoo.com,8093679787,2009,Oppo,Education,Cafe,134,15
Surabaya,10:00,Rovan,rovan5738@yahoo.com,8070930631,2008,iPhone,Education,Cafe,80,16
Surabaya,11:00,Tiver,tiver3530@gmail.com,8045984568,2005,Samsung,Sport,Cafe,124,19
Surabaya,12:00,Kiora,kiora2479@yahoo.com,8016578013,1998,Samsung,Education,Cafe,97,26
Surabaya,13:00,Fario,fario6030@yahoo.com,8010615995,1997,iPhone,Fashion,Cafe,73,27
Surabaya,14:00,Mivar,mivar9142@yahoo.com,8015134199,2013,Oppo,Education,Home,25,11
Surabaya,15:00,Lazan,lazan6638@yahoo.com,8094982123,1991,Xiaomi,Politic,Mall,105,33
Surabaya,16:00,Niora,niora4697@yahoo.com,8085345658,1992,iPhone,Politic,Mall,146,32
Jakarta,17:00,Virok,virok2667@gmail.com,8055730295,1998,Samsung,Education,Mall,130,26
Jakarta,18:00,Rimos,rimos4670@yahoo.com,8098825913,1993,Oppo,Sport,Mall,87,31
Jakarta,19:00,Solan,solan3343@yahoo.com,8091570950,1995,Xiaomi,Education,Mall,54,29
Jakarta,20:00,Tirok,tirok8425@yahoo.com,8051437767,2008,iPhone,Fashion,Mall,90,16
Jakarta,21:00,Vakar,vakar6402@gmail.com,8049076878,2006,Samsung,Politic,Mall,76,18
Jakarta,22:00,Lerik,lerik9973@yahoo.com,8088995125,1998,iPhone,Sport,Mall,87,26
Jakarta,23:00,Mirok,mirok8505@yahoo.com,8084855316,2003,iPhone,Education,Mall,68,21
Jakarta,0:00,Tarek,tarek1316@gmail.com,8093890335,2010,iPhone,Politic,Mall,55,14
Jakarta,1:00,Kimoz,kimoz6170@gmail.com,8066965570,2011,iPhone,Politic,Mall,69,13
Jakarta,2:00,Pirok,pirok6022@gmail.com,8065289795,2013,iPhone,Food,Mall,83,11
Jakarta,3:00,Livoz,livoz5050@yahoo.com,8044896622,1996,iPhone,Fashion,Mall,112,28
Jakarta,4:00,Zarno,zarno9445@yahoo.com,8086488203,1994,iPhone,Food,Mall,107,30
Jakarta,5:00,Arkan,arkan4415@gmail.com,8054975165,2004,iPhone,Sport,Mall,90,20
Jakarta,6:00,Renzo,renzo4808@gmail.com,8070666294,2013,iPhone,Fashion,Mall,72,11
Jakarta,7:00,Rokas,rokas2602@gmail.com,8038145692,2003,iPhone,Education,Mall,112,21
Jakarta,8:00,Kivan,kivan4117@gmail.com,8094280503,2013,iPhone,Food,Home,133,11
Jakarta,9:00,Vasil,vasil1884@yahoo.com,8028857811,1992,iPhone,Food,Home,76,32
Jakarta,18:00,Ronzo,ronzo7869@gmail.com,8036380147,2001,iPhone,Sport,Home,35,23
Jakarta,19:00,Maran,maran1771@yahoo.com,8020006938,1995,iPhone,Fashion,Home,34,29
Jakarta,20:00,Larek,larek7604@gmail.com,8058925667,2014,iPhone,Politic,Home,94,10
Jakarta,21:00,Tamiq,tamiq6750@gmail.com,8025856638,1990,iPhone,Sport,Home,30,34
Jakarta,22:00,Nilon,nilon5588@yahoo.com,8065402467,1996,iPhone,Sport,Home,54,28
Jakarta,23:00,Rasko,rasko7412@gmail.com,8070714332,2008,Oppo,Politic,Home,109,16
Jakarta,0:00,Zirik,zirik8344@yahoo.com,8077327892,1992,iPhone,Fashion,Home,129,32
Jakarta,1:00,Firan,firan1676@gmail.com,8041346519,2014,iPhone,Fashion,Home,37,10
Jakarta,2:00,Marik,marik4037@gmail.com,8026591610,2010,Samsung,Education,Home,147,14
Jakarta,3:00,Bivan,bivan3987@yahoo.com,8053415456,2010,Samsung,Food,Home,61,14
Jakarta,23:00,Saviq,saviq6926@yahoo.com,8091693590,2010,Xiaomi,Politic,Office,87,14
Jakarta,0:00,Kiroz,kiroz7693@yahoo.com,8038211002,2010,Samsung,Politic,Home,47,14
Jakarta,1:00,Morik,morik4243@gmail.com,8018615904,2004,Samsung,Sport,Mall,113,20
Jakarta,2:00,Kamol,kamol1844@gmail.com,8022327004,2005,iPhone,Food,Mall,136,19
Jakarta,3:00,Razen,razen8992@yahoo.com,8052153906,1993,Xiaomi,Education,Cafe,33,31
Jakarta,4:00,Zivan,zivan9438@gmail.com,8042514944,2006,iPhone,Fashion,Cafe,129,18
Jakarta,5:00,Fivon,fivon5468@gmail.com,8024917374,1992,Xiaomi,Sport,Cafe,85,32
Jakarta,6:00,Karok,karok4884@yahoo.com,8075431154,2015,iPhone,Education,Cafe,44,9
Jakarta,13:00,Zirok,zirok8135@gmail.com,8036493475,1994,Oppo,Politic,Office,94,30
Jakarta,14:00,Lomir,lomir2237@gmail.com,8020043015,2012,Xiaomi,Politic,Mall,42,12
Jakarta,15:00,Xaren,xaren1519@gmail.com,8052336190,2013,iPhone,Sport,Home,98,11
Jakarta,16:00,Tanir,tanir9002@gmail.com,8041610957,2010,iPhone,Sport,Home,128,14
Jakarta,17:00,Rivan,rivan1857@gmail.com,8083264486,2012,iPhone,Education,Home,126,12
Jakarta,18:00,Lirik,lirik3453@gmail.com,8066969803,2003,Samsung,Education,Office,57,21
Jakarta,19:00,Viran,viran7552@yahoo.com,8012394525,2000,Samsung,Sport,Cafe,143,24
Jakarta,20:00,Hiran,hiran6776@yahoo.com,8022961576,1993,Samsung,Sport,Cafe,76,31
Jakarta,21:00,Tamik,tamik5241@yahoo.com,8023121520,2008,Xiaomi,Sport,Home,100,16
Jakarta,22:00,Romas,romas1332@yahoo.com,8074695525,1991,iPhone,Education,Home,111,33
Jakarta,23:00,Melak,melak2457@gmail.com,8022593377,2001,iPhone,Food,Home,72,23
Jakarta,0:00,Vikos,vikos8631@gmail.com,8096543205,2006,iPhone,Politic,Cafe,42,18
Jakarta,1:00,Nilas,nilas4060@gmail.com,8087413224,2002,Oppo,Education,Office,91,22
Jakarta,20:00,Tavin,tavin3774@gmail.com,8077393548,1996,Xiaomi,Sport,Mall,144,28
Jakarta,21:00,Fonas,fonas6314@gmail.com,8065455966,1994,Oppo,Politic,Office,105,30
Jakarta,22:00,Varin,varin3593@yahoo.com,8082654081,1994,Oppo,Sport,Mall,50,30
Jakarta,23:00,Kiram,kiram9524@gmail.com,8041505300,1994,Oppo,Politic,Mall,96,30
Jakarta,0:00,Zalim,zalim8070@gmail.com,8085007134,1996,Samsung,Education,Mall,76,28
Jakarta,1:00,Lorik,lorik5418@yahoo.com,8081104174,2012,Oppo,Fashion,Cafe,68,12
